-- Medz's Given Hits Informer --
Time: 15:11:24
Date: 10/01/23
----------------------------------

[GIVE] > Name: movamed(17) | Class: Police Officer | Weapon: Silenced 9mm | Damage: 13.20 | Health: 56.00 | Armor: 63.00 | Time: 18:38:30 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 1.98 | Health: 100.00 | Armor: 0.00 | Time: 21:55:43 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 5.28 | Health: 100.00 | Armor: 0.00 | Time: 21:55:44 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 6.60 | Health: 100.00 | Armor: 0.00 | Time: 21:55:45 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 6.60 | Health: 100.00 | Armor: 0.00 | Time: 21:55:45 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 6.60 | Health: 100.00 | Armor: 0.00 | Time: 21:55:46 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 1.98 | Health: 100.00 | Armor: 0.00 | Time: 21:55:46 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 5.28 | Health: 100.00 | Armor: 0.00 | Time: 21:55:47 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 6.60 | Health: 100.00 | Armor: 0.00 | Time: 21:55:48 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 6.60 | Health: 100.00 | Armor: 0.00 | Time: 21:55:48 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 1.32 | Health: 100.00 | Armor: 0.00 | Time: 21:56:58 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 3.96 | Health: 100.00 | Armor: 0.00 | Time: 21:56:59 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 2.31 | Health: 98.00 | Armor: 0.00 | Time: 21:57:00 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 3.96 | Health: 91.00 | Armor: 0.00 | Time: 21:57:01 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 1.32 | Health: 91.00 | Armor: 0.00 | Time: 21:57:02 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 1.32 | Health: 91.00 | Armor: 0.00 | Time: 21:57:02 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 1.32 | Health: 91.00 | Armor: 0.00 | Time: 21:57:03 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 2.31 | Health: 91.00 | Armor: 0.00 | Time: 21:57:03 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 3.96 | Health: 84.00 | Armor: 0.00 | Time: 21:57:04 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 1.32 | Health: 84.00 | Armor: 0.00 | Time: 21:57:05 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 1.32 | Health: 77.00 | Armor: 0.00 | Time: 21:57:07 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 2.31 | Health: 77.00 | Armor: 0.00 | Time: 21:57:07 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 3.96 | Health: 77.00 | Armor: 0.00 | Time: 21:57:08 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 2.31 | Health: 70.00 | Armor: 0.00 | Time: 21:57:10 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 1.98 | Health: 70.00 | Armor: 0.00 | Time: 21:57:15 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 5.28 | Health: 70.00 | Armor: 0.00 | Time: 21:57:16 | Date: 10/01/23
[GIVE] > Name: PAPLO.(9) | Class: Civilian | Weapon: Fist | Damage: 1.98 | Health: 63.00 | Armor: 0.00 | Time: 21:57:16 | Date: 10/01/23
[GIVE] > Name: KEREEM.(11) | Class: Civilian | Weapon: Fist | Damage: 1.32 | Health: 100.00 | Armor: 0.00 | Time: 21:57:27 | Date: 10/01/23
[GIVE] > Name: mark_daniel(24) | Class: Police Officer | Weapon: Combat Shotgun | Damage: 34.65 | Health: 70.00 | Armor: 63.00 | Time: 14:34:02 | Date: 10/02/23
[GIVE] > Name: mark_daniel(24) | Class: Police Officer | Weapon: Combat Shotgun | Damage: 4.95 | Health: 70.00 | Armor: 28.00 | Time: 14:34:02 | Date: 10/02/23
[GIVE] > Name: mark_daniel(24) | Class: Police Officer | Weapon: Combat Shotgun | Damage: 4.95 | Health: 70.00 | Armor: 21.00 | Time: 14:34:06 | Date: 10/02/23
[GIVE] > Name: mark_daniel(24) | Class: Police Officer | Weapon: Combat Shotgun | Damage: 9.90 | Health: 70.00 | Armor: 21.00 | Time: 14:34:06 | Date: 10/02/23
[GIVE] > Name: mark_daniel(24) | Class: Police Officer | Weapon: Combat Shotgun | Damage: 39.60 | Health: 70.00 | Armor: 7.00 | Time: 14:34:07 | Date: 10/02/23
[GIVE] > Name: mark_daniel(24) | Class: Police Officer | Weapon: Combat Shotgun | Damage: 34.65 | Health: 28.00 | Armor: 0.00 | Time: 14:34:07 | Date: 10/02/23
[GIVE] > Name: mark_daniel(24) | Class: Police Officer | Weapon: Combat Shotgun | Damage: 4.95 | Health: 35.00 | Armor: 0.00 | Time: 14:34:08 | Date: 10/02/23
[GIVE] > Name: mark_daniel(24) | Class: Police Officer | Weapon: Combat Shotgun | Damage: 39.60 | Health: 35.00 | Armor: 0.00 | Time: 14:34:11 | Date: 10/02/23
[GIVE] > Name: mark_daniel(24) | Class: Dead | Weapon: Combat Shotgun | Damage: 4.95 | Health: 0.00 | Armor: 0.00 | Time: 14:34:11 | Date: 10/02/23
[GIVE] > Name: Bombshell(0) | Class: Police Officer | Weapon: M4 | Damage: 9.90 | Health: 100.00 | Armor: 100.00 | Time: 14:34:59 | Date: 10/02/23
[GIVE] > Name: Bombshell(0) | Class: Police Officer | Weapon: M4 | Damage: 9.90 | Health: 100.00 | Armor: 91.00 | Time: 14:34:59 | Date: 10/02/23
[GIVE] > Name: Bombshell(0) | Class: Police Officer | Weapon: M4 | Damage: 9.90 | Health: 100.00 | Armor: 84.00 | Time: 14:35:00 | Date: 10/02/23
[GIVE] > Name: Bombshell(0) | Class: Police Officer | Weapon: M4 | Damage: 9.90 | Health: 100.00 | Armor: 70.00 | Time: 14:35:01 | Date: 10/02/23
[GIVE] > Name: Bombshell(0) | Class: Police Officer | Weapon: M4 | Damage: 9.90 | Health: 100.00 | Armor: 70.00 | Time: 14:35:01 | Date: 10/02/23
[GIVE] > Name: Bombshell(0) | Class: Police Officer | Weapon: M4 | Damage: 9.90 | Health: 100.00 | Armor: 56.00 | Time: 14:35:01 | Date: 10/02/23
[GIVE] > Name: Bombshell(0) | Class: Police Officer | Weapon: M4 | Damage: 9.90 | Health: 100.00 | Armor: 42.00 | Time: 14:35:02 | Date: 10/02/23
[GIVE] > Name: Bombshell(0) | Class: Police Officer | Weapon: M4 | Damage: 9.90 | Health: 100.00 | Armor: 35.00 | Time: 14:35:03 | Date: 10/02/23
[GIVE] > Name: Bombshell(0) | Class: Police Officer | Weapon: M4 | Damage: 9.90 | Health: 100.00 | Armor: 21.00 | Time: 14:35:03 | Date: 10/02/23
[GIVE] > Name: Bombshell(0) | Class: Police Officer | Weapon: M4 | Damage: 9.90 | Health: 100.00 | Armor: 14.00 | Time: 14:35:04 | Date: 10/02/23
[GIVE] > Name: Bombshell(0) | Class: Police Officer | Weapon: M4 | Damage: 9.90 | Health: 100.00 | Armor: 0.00 | Time: 14:35:04 | Date: 10/02/23
[GIVE] > Name: Bombshell(0) | Class: Police Officer | Weapon: M4 | Damage: 9.90 | Health: 91.00 | Armor: 0.00 | Time: 14:35:04 | Date: 10/02/23
[GIVE] > Name: real_me(1) | Class: Police Officer | Weapon: Sniper Rifle | Damage: 41.25 | Health: 100.00 | Armor: 100.00 | Time: 14:40:05 | Date: 10/02/23
[GIVE] > Name: real_me(1) | Class: Police Officer | Weapon: Sniper Rifle | Damage: 41.25 | Health: 100.00 | Armor: 63.00 | Time: 14:40:10 | Date: 10/02/23
[GIVE] > Name: real_me(1) | Class: Police Officer | Weapon: Sniper Rifle | Damage: 41.25 | Health: 100.00 | Armor: 21.00 | Time: 14:40:11 | Date: 10/02/23
[GIVE] > Name: real_me(1) | Class: Police Officer | Weapon: Combat Shotgun | Damage: 19.80 | Health: 77.00 | Armor: 0.00 | Time: 14:40:13 | Date: 10/02/23
[GIVE] > Name: real_me(1) | Class: Police Officer | Weapon: Combat Shotgun | Damage: 39.60 | Health: 56.00 | Armor: 0.00 | Time: 14:40:13 | Date: 10/02/23
[GIVE] > Name: []_Melly(14) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 100.00 | Armor: 100.00 | Time: 14:43:19 | Date: 10/02/23
[GIVE] > Name: []_Melly(14) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 100.00 | Armor: 63.00 | Time: 14:43:20 | Date: 10/02/23
[GIVE] > Name: []_Melly(14) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 100.00 | Armor: 21.00 | Time: 14:43:21 | Date: 10/02/23
[GIVE] > Name: []_Melly(14) | Class: Highly Wanted | Weapon: Desert Eagle | Damage: 46.20 | Health: 77.00 | Armor: 0.00 | Time: 14:43:39 | Date: 10/02/23
[GIVE] > Name: []_Melly(14) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 100.00 | Armor: 0.00 | Time: 14:46:42 | Date: 10/02/23
[GIVE] > Name: []_Melly(14) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 63.00 | Armor: 0.00 | Time: 14:46:44 | Date: 10/02/23
[GIVE] > Name: []_Melly(14) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 21.00 | Armor: 0.00 | Time: 14:46:46 | Date: 10/02/23
[GIVE] > Name: Hassmenol(25) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 100.00 | Armor: 63.00 | Time: 14:46:52 | Date: 10/02/23
[GIVE] > Name: Hassmenol(25) | Class: Highly Wanted | Weapon: Sawnoff Shotgun | Damage: 6.60 | Health: 100.00 | Armor: 21.00 | Time: 14:46:57 | Date: 10/02/23
[GIVE] > Name: Hassmenol(25) | Class: Highly Wanted | Weapon: Sawnoff Shotgun | Damage: 19.80 | Health: 100.00 | Armor: 14.00 | Time: 14:46:57 | Date: 10/02/23
[GIVE] > Name: Hassmenol(25) | Class: Highly Wanted | Weapon: Sawnoff Shotgun | Damage: 9.90 | Health: 100.00 | Armor: 14.00 | Time: 14:46:58 | Date: 10/02/23
[GIVE] > Name: Hassmenol(25) | Class: Highly Wanted | Weapon: Sawnoff Shotgun | Damage: 16.50 | Health: 100.00 | Armor: 14.00 | Time: 14:46:59 | Date: 10/02/23
[GIVE] > Name: Hassmenol(25) | Class: Highly Wanted | Weapon: Sawnoff Shotgun | Damage: 13.20 | Health: 100.00 | Armor: 7.00 | Time: 14:47:00 | Date: 10/02/23
[GIVE] > Name: Hassmenol(25) | Class: Highly Wanted | Weapon: Sawnoff Shotgun | Damage: 13.20 | Health: 98.00 | Armor: 0.00 | Time: 14:47:01 | Date: 10/02/23
[GIVE] > Name: Hassmenol(25) | Class: Highly Wanted | Weapon: Sawnoff Shotgun | Damage: 9.90 | Health: 91.00 | Armor: 0.00 | Time: 14:47:02 | Date: 10/02/23
[GIVE] > Name: Hassmenol(25) | Class: Highly Wanted | Weapon: Sawnoff Shotgun | Damage: 6.60 | Health: 84.00 | Armor: 0.00 | Time: 14:47:03 | Date: 10/02/23
[GIVE] > Name: Hassmenol(25) | Class: Highly Wanted | Weapon: Sawnoff Shotgun | Damage: 6.60 | Health: 63.00 | Armor: 0.00 | Time: 14:47:09 | Date: 10/02/23
[GIVE] > Name: Hassmenol(25) | Class: Highly Wanted | Weapon: Desert Eagle | Damage: 46.20 | Health: 56.00 | Armor: 0.00 | Time: 14:47:10 | Date: 10/02/23
[GIVE] > Name: Hassmenol(25) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 14.00 | Armor: 0.00 | Time: 14:47:28 | Date: 10/02/23
[GIVE] > Name: NeeeeeeeeeeX(9) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 77.00 | Armor: 100.00 | Time: 14:47:38 | Date: 10/02/23
[GIVE] > Name: NeeeeeeeeeeX(9) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 77.00 | Armor: 63.00 | Time: 14:47:39 | Date: 10/02/23
[GIVE] > Name: jompwe125(15) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 77.00 | Armor: 63.00 | Time: 14:47:40 | Date: 10/02/23
[GIVE] > Name: jompwe125(15) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 77.00 | Armor: 21.00 | Time: 14:47:42 | Date: 10/02/23
[GIVE] > Name: jompwe125(15) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 56.00 | Armor: 0.00 | Time: 14:47:43 | Date: 10/02/23
[GIVE] > Name: jompwe125(15) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 14.00 | Armor: 0.00 | Time: 14:47:44 | Date: 10/02/23
[GIVE] > Name: Gomez(23) | Class: Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 100.00 | Armor: 0.00 | Time: 14:47:45 | Date: 10/02/23
[GIVE] > Name: Xspencer(21) | Class: Low Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 100.00 | Armor: 0.00 | Time: 14:47:46 | Date: 10/02/23
[GIVE] > Name: NeeeeeeeeeeX(9) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 77.00 | Armor: 21.00 | Time: 14:47:54 | Date: 10/02/23
[GIVE] > Name: NeeeeeeeeeeX(9) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 56.00 | Armor: 0.00 | Time: 14:47:56 | Date: 10/02/23
[GIVE] > Name: NeeeeeeeeeeX(9) | Class: Highly Wanted | Weapon: Sniper Rifle | Damage: 41.25 | Health: 14.00 | Armor: 0.00 | Time: 14:47:57 | Date: 10/02/23
